,date,meantemp,humidity,wind_speed,meanpressure,year,month,day,weekday,is_weekend
0,2013-01-01,10.0,84.5,0.0,1015.666667,2013,1,1,1,0
1,2013-01-02,7.4,92.0,2.98,1017.8,2013,1,2,2,0
2,2013-01-03,7.166667,87.0,4.633333333333334,1018.666667,2013,1,3,3,0
3,2013-01-04,8.666667,71.333333,1.2333333333333334,1017.166667,2013,1,4,4,0
4,2013-01-05,6.0,86.833333,3.7,1016.5,2013,1,5,5,1
5,2013-01-06,7.0,82.8,1.48,1018.0,2013,1,6,6,1
6,2013-01-07,7.0,78.6,6.3,1020.0,2013,1,7,0,0
7,2013-01-08,8.857143,63.714286,7.142857142857143,1018.714286,2013,1,8,1,0
8,2013-01-09,14.0,51.25,12.5,1017.0,2013,1,9,2,0
9,2013-01-10,11.0,62.0,7.399999999999999,1015.666667,2013,1,10,3,0
10,2013-01-11,15.714286,51.285714,10.571428571428571,1016.142857,2013,1,11,4,0
11,2013-01-12,14.0,74.0,13.228571428571428,1015.571429,2013,1,12,5,1
12,2013-01-13,15.833333,75.166667,4.633333333333334,1013.333333,2013,1,13,6,1
13,2013-01-14,12.833333,88.166667,0.6166666666666667,1015.166667,2013,1,14,0,0
14,2013-01-15,14.714286,71.857143,0.5285714285714286,1015.857143,2013,1,15,1,0
15,2013-01-16,13.833333,86.666667,0.0,1016.666667,2013,1,16,2,0
16,2013-01-17,16.5,80.833333,0.0,1015.833333,2013,1,17,3,0
17,2013-01-18,13.833333,92.166667,8.950000000000001,1014.5,2013,1,18,4,0
18,2013-01-19,12.5,76.666667,5.883333333333333,1021.666667,2013,1,19,5,1
19,2013-01-20,11.285714,75.285714,8.471428571428572,1020.285714,2013,1,20,6,1
20,2013-01-21,11.2,77.0,2.22,1021.0,2013,1,21,0,0
21,2013-01-22,9.5,79.666667,3.083333333333333,1021.8,2013,1,22,1,0
22,2013-01-23,14.0,60.166667,4.016666666666667,1020.5,2013,1,23,2,0
23,2013-01-24,13.833333,60.666667,6.166666666666667,1020.5,2013,1,24,3,0
25,2013-01-25,12.25,67.0,5.55,1020.75,2013,1,25,4,0
26,2013-01-26,12.666667,64.166667,6.800000000000001,1019.666667,2013,1,26,5,1
27,2013-01-27,12.857143,65.571429,5.557142857142857,1018.142857,2013,1,27,6,1
28,2013-01-28,14.833333,56.0,3.7,1017.833333,2013,1,28,0,0
29,2013-01-29,14.125,65.5,3.2375,1016.625,2013,1,29,1,0
30,2013-01-30,14.714286,70.428571,1.0571428571428572,1017.857143,2013,1,30,2,0
31,2013-01-31,16.2,65.6,2.96,1018.4,2013,1,31,3,0
32,2013-02-01,16.0,73.0,2.22,1016.0,2013,2,1,4,0
33,2013-02-02,16.285714,77.571429,1.3285714285714287,1017.142857,2013,2,2,5,1
34,2013-02-03,18.0,65.571429,1.8571428571428568,1015.285714,2013,2,3,6,1
35,2013-02-04,17.428571,74.285714,11.114285714285714,1014.571429,2013,2,4,0,0
36,2013-02-05,16.625,92.375,9.725,1016.375,2013,2,5,1,0
37,2013-02-06,16.666667,71.333333,8.633333333333333,1018.666667,2013,2,6,2,0
38,2013-02-07,15.6,59.4,10.74,1018.6,2013,2,7,3,0
39,2013-02-08,14.0,70.428571,9.257142857142856,1017.142857,2013,2,8,4,0
40,2013-02-09,15.428571,61.285714,9.257142857142856,1016.857143,2013,2,9,5,1
41,2013-02-10,15.25,71.5,3.475,1017.125,2013,2,10,6,1
42,2013-02-11,15.875,70.5,5.325,1016.5,2013,2,11,0,0
43,2013-02-12,15.333333,70.333333,7.416666666666667,1017.5,2013,2,12,1,0
44,2013-02-13,16.285714,70.142857,6.085714285714287,1016.0,2013,2,13,2,0
45,2013-02-14,17.333333,63.833333,4.333333333333333,1014.166667,2013,2,14,3,0
46,2013-02-15,19.166667,65.333333,10.183333333333335,1011.666667,2013,2,15,4,0
47,2013-02-16,14.428571,92.714286,8.485714285714286,1008.0,2013,2,16,5,1
48,2013-02-17,13.666667,90.0,0.0,1012.666667,2013,2,17,6,1
49,2013-02-18,15.6,78.4,12.220000000000002,1016.2,2013,2,18,0,0
50,2013-02-19,15.857143,82.0,5.814285714285715,1015.714286,2013,2,19,1,0
51,2013-02-20,17.714286,74.714286,5.814285714285715,1017.0,2013,2,20,2,0
52,2013-02-21,20.0,67.285714,6.614285714285714,1015.428571,2013,2,21,3,0
53,2013-02-22,20.5,65.625,10.875000000000002,1016.0,2013,2,22,4,0
54,2013-02-23,27.875,74.857143,0.0,1017.0,2013,2,23,5,1
55,2013-02-24,16.857143,78.857143,7.400000000000001,1018.857143,2013,2,24,6,1
56,2013-02-25,16.875,72.875,4.6375,1018.25,2013,2,25,0,0
57,2013-02-26,17.857143,70.0,17.587500000000002,1015.142857,2013,2,26,1,0
58,2013-02-27,20.8,57.2,6.660000000000001,1015.2,2013,2,27,2,0
59,2013-02-28,19.428571,52.857143,12.957142857142856,1017.428571,2013,2,28,3,0
60,2013-03-01,17.333333,49.333333,6.221666666666667,1016.333333,2013,3,1,4,0
61,2013-03-02,19.0,54.0,15.725,1016.25,2013,3,2,5,1
62,2013-03-03,19.333333,62.833333,8.633333333333333,1016.166667,2013,3,3,6,1
63,2013-03-04,17.6,71.0,5.5600000000000005,1015.8,2013,3,4,0,0
64,2013-03-05,20.875,61.875,4.1625000000000005,1016.375,2013,3,5,1,0
65,2013-03-06,20.857143,65.285714,6.871428571428573,1015.714286,2013,3,6,2,0
66,2013-03-07,23.428571,57.142857,8.728571428571428,1015.285714,2013,3,7,3,0
67,2013-03-08,24.166667,44.833333,7.1000000000000005,1014.833333,2013,3,8,4,0
68,2013-03-09,25.428571,49.714286,5.285714285714286,1009.285714,2013,3,9,5,1
69,2013-03-10,23.142857,57.571429,4.228571428571429,1008.0,2013,3,10,6,1
70,2013-03-11,24.0,66.333333,0.9333333333333332,1011.166667,2013,3,11,0,0
71,2013-03-12,23.5,62.5,4.933333333333334,1011.5,2013,3,12,1,0
72,2013-03-13,21.5,70.5,5.55,1009.0,2013,3,13,2,0
73,2013-03-14,22.333333,61.166667,12.033333333333331,1013.166667,2013,3,14,3,0
74,2013-03-15,24.166667,45.833333,7.716666666666668,1016.166667,2013,3,15,4,0
75,2013-03-16,20.333333,67.666667,3.7,1016.166667,2013,3,16,5,1
76,2013-03-17,22.666667,58.666667,8.95,1015.0,2013,3,17,6,1
77,2013-03-18,23.428571,58.142857,17.457142857142856,1009.428571,2013,3,18,0,0
78,2013-03-19,22.5,73.666667,10.483333333333333,1011.0,2013,3,19,1,0
79,2013-03-20,29.166667,36.333333,6.800000000000001,1009.5,2013,3,20,2,0
80,2013-03-21,23.833333,58.5,10.5,1008.333333,2013,3,21,3,0
81,2013-03-22,27.875,50.25,9.7125,1006.375,2013,3,22,4,0
82,2013-03-23,27.375,50.125,9.95,1007.625,2013,3,23,5,1
83,2013-03-24,27.0,48.75,10.8875,1010.25,2013,3,24,6,1
84,2013-03-25,23.5,45.5,15.9625,1010.625,2013,3,25,0,0
85,2013-03-26,24.142857,44.571429,12.957142857142856,1008.857143,2013,3,26,1,0
86,2013-03-27,21.0,62.0,1.85,1009.0,2013,3,27,2,0
87,2013-03-28,22.428571,62.714286,7.4142857142857155,1009.571429,2013,3,28,3,0
88,2013-03-29,21.25,70.375,5.550000000000001,1009.75,2013,3,29,4,0
89,2013-03-30,23.5,54.75,11.1125,1008.625,2013,3,30,5,1
90,2013-03-31,23.2,58.0,6.660000000000001,1008.6,2013,3,31,6,1
91,2013-04-01,25.375,45.5,4.4,1008.5,2013,4,1,0,0
92,2013-04-02,25.166667,51.0,8.65,1009.5,2013,4,2,1,0
93,2013-04-03,26.2,45.6,8.14,1009.0,2013,4,3,2,0
94,2013-04-04,24.6,41.8,11.12,1007.8,2013,4,4,3,0
95,2013-04-05,25.6,31.0,15.56,1007.0,2013,4,5,4,0
96,2013-04-06,25.857143,29.857143,11.900000000000002,1006.142857,2013,4,6,5,1
97,2013-04-07,29.142857,23.285714,10.314285714285717,1005.0,2013,4,7,6,1
98,2013-04-08,28.714286,33.857143,5.3,1006.0,2013,4,8,0,0
99,2013-04-09,30.166667,30.5,8.65,1005.333333,2013,4,9,1,0
100,2013-04-10,30.0,28.0,6.1,1006.714286,2013,4,10,2,0
101,2013-04-11,30.0,24.2,7.780000000000001,1006.4,2013,4,11,3,0
102,2013-04-12,28.857143,32.571429,6.342857142857143,1007.571429,2013,4,12,4,0
103,2013-04-13,30.2,29.2,10.000000000000002,1008.4,2013,4,13,5,1
104,2013-04-14,28.25,39.375,6.487499999999999,1007.0,2013,4,14,6,1
105,2013-04-15,28.25,41.375,6.25,1003.875,2013,4,15,0,0
106,2013-04-16,32.125,24.625,10.425,1000.0,2013,4,16,1,0
107,2013-04-17,29.2,24.2,6.659999999999999,1002.2,2013,4,17,2,0
108,2013-04-18,30.285714,30.285714,4.757142857142858,1002.857143,2013,4,18,3,0
109,2013-04-19,28.285714,31.285714,3.971428571428571,1002.571429,2013,4,19,4,0
110,2013-04-20,30.625,29.0,7.6375,1003.375,2013,4,20,5,1
111,2013-04-21,27.666667,38.666667,13.883333333333333,1006.833333,2013,4,21,6,1
112,2013-04-22,27.375,45.375,7.650000000000001,1010.0,2013,4,22,0,0
113,2013-04-23,28.625,44.125,4.625000000000001,1009.875,2013,4,23,1,0
114,2013-04-24,30.285714,41.714286,2.1142857142857143,1008.571429,2013,4,24,2,0
115,2013-04-25,31.142857,38.285714,3.7,1007.714286,2013,4,25,3,0
116,2013-04-26,29.875,45.875,6.7125,1008.375,2013,4,26,4,0
117,2013-04-27,31.142857,31.428571,13.485714285714286,1007.0,2013,4,27,5,1
118,2013-04-28,30.571429,28.0,12.971428571428572,1005.428571,2013,4,28,6,1
119,2013-04-29,32.125,26.375,7.875,1004.875,2013,4,29,0,0
120,2013-04-30,31.142857,32.0,7.928571428571429,1004.857143,2013,4,30,1,0
121,2013-05-01,31.857143,62.699248499999996,12.685714285714289,1002.833333,2013,5,1,2,0
122,2013-05-02,29.833333,22.166667,11.433333333333335,1001.2,2013,5,2,3,0
123,2013-05-03,28.571429,31.571429,9.0,999.428571,2013,5,3,4,0
124,2013-05-04,32.857143,31.428571,2.914285714285714,999.0,2013,5,4,5,1
125,2013-05-05,32.625,31.125,3.0125,1000.625,2013,5,5,6,1
126,2013-05-06,27.875,39.25,3.7,1001.625,2013,5,6,0,0
127,2013-05-07,32.875,33.25,7.175000000000001,1002.0,2013,5,7,1,0
128,2013-05-08,34.5,23.0,9.25,1001.166667,2013,5,8,2,0
129,2013-05-09,34.285714,26.0,8.985714285714284,1000.857143,2013,5,9,3,0
130,2013-05-10,34.0,27.714286,9.528571428571428,1000.142857,2013,5,10,4,0
131,2013-05-11,30.75,30.375,14.8125,999.875,2013,5,11,5,1
132,2013-05-12,29.857143,40.142857,5.828571428571428,1003.714286,2013,5,12,6,1
133,2013-05-13,31.714286,34.0,3.971428571428572,1003.571429,2013,5,13,0,0
134,2013-05-14,32.285714,34.285714,4.771428571428571,1001.571429,2013,5,14,1,0
135,2013-05-15,33.0,33.0,3.2375000000000003,999.857143,2013,5,15,2,0
136,2013-05-16,33.0,34.75,7.175000000000001,998.5,2013,5,16,3,0
137,2013-05-17,32.833333,28.166667,9.866666666666667,1000.333333,2013,5,17,4,0
138,2013-05-18,31.4,42.2,12.966666666666669,999.0,2013,5,18,5,1
139,2013-05-19,35.333333,22.333333,15.749999999999998,999.666667,2013,5,19,6,1
140,2013-05-20,36.4,24.2,7.4,998.4,2013,5,20,0,0
141,2013-05-21,36.0,19.0,11.371428571428572,998.666667,2013,5,21,1,0
142,2013-05-22,36.75,22.125,17.5875,998.625,2013,5,22,2,0
143,2013-05-23,37.5,23.333333,13.566666666666668,997.166667,2013,5,23,3,0
144,2013-05-24,38.428571,27.428571,11.385714285714286,996.428571,2013,5,24,4,0
145,2013-05-25,38.714286,22.428571,10.314285714285717,998.142857,2013,5,25,5,1
146,2013-05-26,37.8,21.2,10.74,998.2,2013,5,26,6,1
147,2013-05-27,35.857143,31.571429,8.72857142857143,999.142857,2013,5,27,0,0
148,2013-05-28,35.333333,29.0,8.333333333333334,1000.166667,2013,5,28,1,0
149,2013-05-29,34.142857,27.857143,5.557142857142858,999.428571,2013,5,29,2,0
150,2013-05-30,32.2,28.2,5.5600000000000005,999.6,2013,5,30,3,0
151,2013-05-31,33.625,40.125,10.6375,998.714286,2013,5,31,4,0
152,2013-06-01,32.0,54.0,13.4375,998.75,2013,6,1,5,1
153,2013-06-02,32.4,56.6,14.2,1001.0,2013,6,2,6,1
154,2013-06-03,35.6,47.0,12.239999999999998,999.6,2013,6,3,0,0
155,2013-06-04,35.857143,42.571429,5.028571428571429,999.857143,2013,6,4,1,0
156,2013-06-05,37.166667,36.5,9.866666666666664,998.0,2013,6,5,2,0
157,2013-06-06,31.285714,61.714286,10.042857142857144,997.285714,2013,6,6,3,0
158,2013-06-07,34.0,49.25,7.412500000000001,998.0,2013,6,7,4,0
159,2013-06-08,34.2,57.4,13.34,997.0,2013,6,8,5,1
160,2013-06-09,36.166667,40.0,11.416666666666666,995.166667,2013,6,9,6,1
161,2013-06-10,36.625,42.75,8.100000000000001,995.125,2013,6,10,0,0
162,2013-06-11,30.166667,61.666667,16.349999999999998,1000.0,2013,6,11,1,0
163,2013-06-12,34.142857,54.142857,7.4142857142857155,998.0,2013,6,12,2,0
164,2013-06-13,29.833333,68.666667,9.866666666666664,998.666667,2013,6,13,3,0
165,2013-06-14,30.142857,68.142857,7.942857142857142,997.428571,2013,6,14,4,0
166,2013-06-15,30.714286,65.0,13.22857142857143,997.857143,2013,6,15,5,1
167,2013-06-16,27.0,88.857143,8.485714285714286,996.428571,2013,6,16,6,1
168,2013-06-17,26.875,87.375,8.3375,994.75,2013,6,17,0,0
169,2013-06-18,28.4,83.6,5.18,996.4,2013,6,18,1,0
170,2013-06-19,29.857143,72.857143,4.228571428571429,999.0,2013,6,19,2,0
171,2013-06-20,33.0,52.714286,4.771428571428571,997.166667,2013,6,20,3,0
172,2013-06-21,34.833333,47.333333,5.866666666666667,995.333333,2013,6,21,4,0
173,2013-06-22,35.6,39.4,10.74,996.2,2013,6,22,5,1
174,2013-06-23,35.166667,53.0,8.350000000000001,995.666667,2013,6,23,6,1
175,2013-06-24,33.142857,55.0,13.22857142857143,996.285714,2013,6,24,0,0
176,2013-06-25,30.571429,70.428571,11.114285714285716,999.166667,2013,6,25,1,0
177,2013-06-26,30.666667,71.5,6.483333333333333,999.0,2013,6,26,2,0
178,2013-06-27,31.428571,61.857143,7.957142857142856,996.714286,2013,6,27,3,0
179,2013-06-28,31.5,64.25,8.8125,996.0,2013,6,28,4,0
180,2013-06-29,33.25,57.0,13.875,995.25,2013,6,29,5,1
181,2013-06-30,32.833333,52.166667,10.5,997.166667,2013,6,30,6,1
182,2013-07-01,33.857143,54.0,8.728571428571428,996.428571,2013,7,1,0,0
183,2013-07-02,33.142857,58.285714,9.8,996.0,2013,7,2,1,0
184,2013-07-03,31.571429,70.0,6.357142857142857,997.571429,2013,7,3,2,0
185,2013-07-04,32.375,67.5,9.25,997.0,2013,7,4,3,0
186,2013-07-05,32.8,62.2,12.96,997.8,2013,7,5,4,0
187,2013-07-06,31.0,73.142857,11.37142857142857,1000.571429,2013,7,6,5,1
188,2013-07-07,31.166667,77.333333,7.1000000000000005,1000.166667,2013,7,7,6,1
189,2013-07-08,29.833333,75.166667,6.483333333333334,997.5,2013,7,8,0,0
190,2013-07-09,29.0,78.833333,8.016666666666667,996.833333,2013,7,9,1,0
191,2013-07-10,29.75,75.375,6.4875,995.75,2013,7,10,2,0
192,2013-07-11,32.5,65.5,7.116666666666667,997.333333,2013,7,11,3,0
193,2013-07-12,28.875,86.625,5.562500000000001,1000.0,2013,7,12,4,0
194,2013-07-13,31.75,70.25,12.0625,998.875,2013,7,13,5,1
195,2013-07-14,30.75,71.625,4.8125,997.375,2013,7,14,6,1
196,2013-07-15,31.75,73.25,13.5375,998.375,2013,7,15,0,0
197,2013-07-16,29.875,83.875,9.0,999.0,2013,7,16,1,0
198,2013-07-17,31.125,78.375,8.65,998.0,2013,7,17,2,0
199,2013-07-18,31.75,76.0,5.550000000000001,995.0,2013,7,18,3,0
200,2013-07-19,30.5,73.5,9.266666666666666,995.333333,2013,7,19,4,0
201,2013-07-20,26.833333,90.666667,4.933333333333333,999.166667,2013,7,20,5,1
202,2013-07-21,28.2,88.0,2.24,996.4,2013,7,21,6,1
203,2013-07-22,29.5,80.333333,4.333333333333333,996.833333,2013,7,22,0,0
204,2013-07-23,31.857143,70.714286,3.971428571428572,998.0,2013,7,23,1,0
205,2013-07-24,29.714286,84.142857,3.971428571428571,997.142857,2013,7,24,2,0
206,2013-07-25,28.333333,84.5,8.016666666666667,995.166667,2013,7,25,3,0
207,2013-07-26,30.0,73.857143,5.571428571428572,995.428571,2013,7,26,4,0
208,2013-07-27,30.142857,79.0,4.228571428571429,997.285714,2013,7,27,5,1
209,2013-07-28,32.285714,67.428571,6.085714285714286,998.142857,2013,7,28,6,1
210,2013-07-29,31.0,77.428571,4.771428571428571,997.142857,2013,7,29,0,0
211,2013-07-30,30.5,75.666667,8.016666666666667,996.5,2013,7,30,1,0
212,2013-07-31,28.833333,78.5,9.866666666666664,996.666667,2013,7,31,2,0
213,2013-08-01,30.0,73.5,5.550000000000001,998.0,2013,8,1,3,0
214,2013-08-02,31.571429,66.428571,11.114285714285716,999.428571,2013,8,2,4,0
215,2013-08-03,32.5,62.333333,10.816666666666665,1000.833333,2013,8,3,5,1
216,2013-08-04,32.5,62.5,5.1,993.25,2013,8,4,6,1
217,2013-08-05,29.5,77.0,6.783333333333334,1001.0,2013,8,5,0,0
218,2013-08-06,27.166667,90.666667,4.016666666666667,1002.166667,2013,8,6,1,0
219,2013-08-07,28.375,85.25,3.25,1001.875,2013,8,7,2,0
220,2013-08-08,28.5,84.0,6.166666666666667,1000.5,2013,8,8,3,0
221,2013-08-09,27.166667,87.5,3.716666666666667,1001.0,2013,8,9,4,0
222,2013-08-10,29.428571,79.857143,6.1000000000000005,1000.333333,2013,8,10,5,1
223,2013-08-11,30.0,76.833333,6.800000000000001,1001.166667,2013,8,11,6,1
224,2013-08-12,29.5,81.5,8.350000000000001,1001.0,2013,8,12,0,0
225,2013-08-13,30.75,72.0,11.125,999.25,2013,8,13,1,0
226,2013-08-14,29.666667,74.333333,9.866666666666667,999.833333,2013,8,14,2,0
227,2013-08-15,27.714286,85.0,8.2,1001.714286,2013,8,15,3,0
228,2013-08-16,26.6,92.0,4.46,1000.8,2013,8,16,4,0
229,2013-08-17,27.428571,91.0,14.285714285714286,999.428571,2013,8,17,5,1
230,2013-08-18,28.333333,83.833333,1.2333333333333334,1000.166667,2013,8,18,6,1
231,2013-08-19,28.166667,84.666667,5.550000000000001,1000.5,2013,8,19,0,0
232,2013-08-20,27.375,88.5,5.325,999.0,2013,8,20,1,0
233,2013-08-21,28.333333,81.166667,10.314285714285717,999.285714,2013,8,21,2,0
234,2013-08-22,29.166667,74.833333,6.483333333333334,1001.166667,2013,8,22,3,0
235,2013-08-23,31.285714,73.142857,2.642857142857143,1001.428571,2013,8,23,4,0
236,2013-08-24,32.0,71.25,6.221666666666667,1000.333333,2013,8,24,5,1
237,2013-08-25,29.0,90.75,0.925,998.75,2013,8,25,6,1
238,2013-08-26,32.0,69.875,6.475,997.857143,2013,8,26,0,0
239,2013-08-27,32.142857,57.285714,17.071428571428573,999.857143,2013,8,27,1,0
240,2013-08-28,30.142857,60.714286,11.642857142857142,1003.714286,2013,8,28,2,0
241,2013-08-29,31.5,57.0,9.275,1003.25,2013,8,29,3,0
242,2013-08-30,29.166667,73.0,3.1,1003.5,2013,8,30,4,0
243,2013-08-31,29.0,71.75,4.65,1003.25,2013,8,31,5,1
244,2013-09-01,30.0,65.2,11.48,1003.2,2013,9,1,6,1
245,2013-09-02,31.857143,50.857143,15.342857142857142,1003.714286,2013,9,2,0,0
246,2013-09-03,32.75,45.5,14.8,1001.5,2013,9,3,1,0
247,2013-09-04,31.714286,48.0,14.54285714285714,1002.166667,2013,9,4,2,0
248,2013-09-05,31.666667,46.0,13.566666666666668,1001.5,2013,9,5,3,0
249,2013-09-06,30.571429,55.714286,10.042857142857144,1003.428571,2013,9,6,4,0
250,2013-09-07,30.833333,51.833333,6.783333333333334,1004.166667,2013,9,7,5,1
251,2013-09-08,28.0,71.75,2.325,1007.25,2013,9,8,6,1
252,2013-09-09,31.0,57.5,6.221666666666667,1007.0,2013,9,9,0,0
253,2013-09-10,29.666667,66.333333,3.7,1005.333333,2013,9,10,1,0
254,2013-09-11,30.857143,61.142857,3.971428571428571,1005.571429,2013,9,11,2,0
255,2013-09-12,31.166667,60.333333,2.7833333333333337,1008.166667,2013,9,12,3,0
256,2013-09-13,31.142857,67.142857,3.171428571428572,1007.142857,2013,9,13,4,0
257,2013-09-14,30.5,67.0,2.7833333333333337,1003.833333,2013,9,14,5,1
258,2013-09-15,31.625,56.375,3.9375,1001.375,2013,9,15,6,1
259,2013-09-16,29.666667,60.0,7.100000000000001,1002.333333,2013,9,16,0,0
260,2013-09-17,29.25,56.5,3.475,1002.875,2013,9,17,1,0
261,2013-09-18,29.142857,58.571429,5.557142857142858,1003.142857,2013,9,18,2,0
262,2013-09-19,29.8,61.6,2.96,1001.8,2013,9,19,3,0
263,2013-09-20,28.666667,70.0,9.583333333333334,1003.0,2013,9,20,4,0
264,2013-09-21,25.2,89.0,5.18,1003.0,2013,9,21,5,1
265,2013-09-22,28.333333,79.666667,3.083333333333333,1001.666667,2013,9,22,6,1
266,2013-09-23,30.285714,68.0,4.5,1001.0,2013,9,23,0,0
267,2013-09-24,30.75,65.75,5.7875000000000005,1002.75,2013,9,24,1,0
268,2013-09-25,28.571429,75.0,6.614285714285715,1005.428571,2013,9,25,2,0
269,2013-09-26,28.2,78.8,4.08,1006.6,2013,9,26,3,0
270,2013-09-27,29.0,71.25,7.4125,1005.625,2013,9,27,4,0
271,2013-09-28,30.0,67.333333,1.2333333333333334,1005.333333,2013,9,28,5,1
272,2013-09-29,28.142857,79.857143,5.557142857142858,1003.857143,2013,9,29,6,1
273,2013-09-30,26.857143,84.571429,4.228571428571429,1004.714286,2013,9,30,0,0
274,2013-10-01,28.285714,68.714286,6.371428571428571,1007.714286,2013,10,1,1,0
275,2013-10-02,29.2,61.4,7.42,1010.0,2013,10,2,2,0
276,2013-10-03,28.6,59.0,7.4,1008.6,2013,10,3,3,0
277,2013-10-04,24.833333,84.333333,6.783333333333334,1007.5,2013,10,4,4,0
278,2013-10-05,28.5,69.0,2.0875,1004.125,2013,10,5,5,1
279,2013-10-06,29.75,66.5,1.85,1005.25,2013,10,6,6,1
280,2013-10-07,29.714286,66.571429,1.585714285714286,1008.857143,2013,10,7,0,0
281,2013-10-08,29.2,69.4,0.0,1009.8,2013,10,8,1,0
282,2013-10-09,30.833333,65.5,5.566666666666667,1010.333333,2013,10,9,2,0
